9.985156250000000000e+01,4.055938737000000316e+01,5.954443320000000206e-01,1.298899389000000015e+00,3.709866221000000408e+00,2.077817874999999859e+01,7.049433564000000096e+00,5.582602645000000052e+01
1.545078125000000000e+02,4.363323634999999712e+01,-4.898599779999999737e-01,5.974752150000000039e-01,1.108026755999999935e+01,3.892369147000000140e+01,3.778635878000000226e+00,1.399981471999999982e+01
1.021406250000000000e+02,4.205163017000000281e+01,9.649509199999999065e-02,8.474863220000000696e-01,1.013043477999999986e+01,3.680264246000000128e+01,3.957685477000000063e+00,1.559669288000000087e+01
1.094453125000000000e+02,4.558436694000000244e+01,2.589349569999999656e-01,3.245887689999999992e-01,1.595317725999999992e+00,1.159828343999999944e+01,1.250227399999999989e+01,2.158325408999999979e+02
1.116093750000000000e+02,5.214616393000000016e+01,5.115659310000000293e-01,-2.471044099999999966e-02,4.299331104000000181e+00,2.575642984999999996e+01,6.518973165000000236e+00,4.365443601999999856e+01
1.208515625000000000e+02,4.670320015000000069e+01,8.330003599999999397e-02,4.472791329999999954e-01,1.809364548000000017e+00,1.176755555999999991e+01,1.193053322999999999e+01,2.016532055999999784e+02
1.212734375000000000e+02,4.577436422000000249e+01,2.679625930000000267e-01,4.768521520000000291e-01,2.612876254000000120e+00,1.635301824000000082e+01,8.701749822000000023e+00,9.300365682999999706e+01
5.454687500000000000e+01,3.706431475000000120e+01,3.035278555000000100e+00,1.186593842999999993e+01,6.937374581999999634e+01,7.350571573999999941e+01,9.736914349999999940e-01,-8.114322999999999675e-03
1.265546875000000000e+02,4.501333284999999762e+01,3.803177610000000319e-01,3.085531750000000129e-01,4.983277592000000311e+00,2.888093517000000077e+01,5.938614332999999412e+00,3.491794317000000092e+01
1.355625000000000000e+02,5.466356618999999739e+01,-2.154497400000000007e-01,-1.834184530000000091e-01,3.074414716000000158e+00,2.199886697000000169e+01,7.836686599999999281e+00,6.520933058999999332e+01
1.503750000000000000e+02,4.565221790999999740e+01,-2.387186110000000250e-01,-1.033672130000000133e-01,9.918561873000000162e+01,7.815499346999999375e+01,-4.396985299999999763e-01,-1.710708299999999848e+00
1.401250000000000000e+02,4.309691114000000312e+01,1.662518620000000003e-01,3.219715939999999721e-01,8.436454850000000283e-01,1.177740033000000075e+01,1.683966254999999990e+01,3.140820903999999700e+02
1.155156250000000000e+02,4.276223954000000305e+01,7.846249250000000286e-01,1.103072366999999998e+00,2.101170569000000210e+00,1.726027294000000012e+01,9.711090691000000774e+00,1.042079609999999974e+02
1.119140625000000000e+02,4.455176542000000239e+01,3.351480339999999836e-01,1.178805849999999961e-01,2.077759196999999780e+00,1.273671412000000025e+01,1.067488104999999976e+01,1.593252145000000155e+02
9.689843750000000000e+01,4.700479361000000011e+01,4.956756320000000327e-01,5.294676609999999783e-01,1.039297659000000040e+00,1.365084047000000034e+01,1.487193307000000075e+01,2.335906771999999876e+02
1.171562500000000000e+02,5.102288664000000296e+01,1.852348489999999792e-01,-2.387394929999999971e-01,8.443979932999999605e+00,3.489074259000000211e+01,4.473773285000000044e+00,2.017436683000000031e+01
9.642187500000000000e+01,4.055852433999999818e+01,5.332110930000000248e-01,9.933281620000000700e-01,1.472408026999999953e+00,1.086232209999999831e+01,1.394167979000000024e+01,2.697969042999999942e+02
1.157500000000000000e+02,5.592545261000000067e+01,3.429519799999999896e-01,-2.446473550000000108e-01,7.224916387999999579e+00,3.389584796999999838e+01,4.951829946000000149e+00,2.409634391999999892e+01
1.433750000000000000e+02,3.875685423000000185e+01,-9.735523100000000041e-02,1.290932477000000134e+00,1.977424749000000093e+00,1.795461554999999976e+01,1.065664940999999999e+01,1.246989694000000100e+02
8.366406250000000000e+01,3.710464032000000145e+01,9.768693429999999456e-01,3.291219193999999959e+00,1.390468226999999946e+00,1.274120626999999928e+01,1.207953726000000039e+01,1.779331594999999879e+02
1.012031250000000000e+02,4.759502984000000225e+01,3.929312029999999512e-01,1.500563869999999855e-01,1.728260869999999949e+00,1.408943853999999973e+01,1.081024108999999989e+01,1.388602892000000111e+02
1.097968750000000000e+02,4.214879879999999446e+01,6.062759370000000425e-01,8.399649220000000582e-01,2.012541805999999767e+00,1.739951591000000164e+01,9.482678264000000468e+00,9.618488250999999423e+01
1.381796875000000000e+02,4.563038215000000264e+01,-5.417862700000000004e-02,1.451013929999999952e-01,1.770903010000000055e+00,1.289237763000000037e+01,1.123114067999999932e+01,1.624958509999999876e+02
1.362343750000000000e+02,4.756023883999999669e+01,-8.467899400000000742e-02,-1.875494930000000116e-01,2.596989966999999844e+00,1.658190749999999980e+01,8.654551011000000571e+00,8.925272416999999336e+01
7.958593750000000000e+01,3.851816278999999810e+01,8.305289840000000812e-01,2.460365794999999967e+00,2.014214046999999841e+00,1.578192624000000066e+01,1.078568725000000050e+01,1.328754250000000070e+02
1.192343750000000000e+02,5.407467122999999987e+01,-2.023971100000000051e-02,-6.110597620000000063e-01,3.372408027000000175e+01,6.905211633999999776e+01,1.941636943000000226e+00,2.514493970999999828e+00
1.356562500000000000e+02,4.524524103000000252e+01,1.144364280000000067e-01,4.484872300000000006e-02,2.698160534999999971e+00,1.502545321000000023e+01,8.400185148000000268e+00,9.493591404000000011e+01
1.407343750000000000e+02,4.775809558000000266e+01,-6.781207799999999786e-02,1.843013699999999921e-02,8.319397990000000354e-01,1.155411941999999925e+01,1.789560064000000139e+01,3.574682509999999525e+02
1.163437500000000000e+02,5.048923733000000169e+01,1.447947649999999920e-01,2.826431500000000166e-02,1.077759197000000002e+00,1.013057593999999995e+01,1.609307056000000102e+01,3.469273558000000435e+02
1.366562500000000000e+02,4.546331582999999910e+01,1.780843330000000113e-01,4.016218440000000056e-01,2.280936454999999974e+00,1.610904535999999965e+01,1.020653801999999999e+01,1.232383654000000064e+02
1.007109375000000000e+02,5.865512982999999991e+01,6.097982929999999913e-01,-8.056426900000000779e-02,2.910535116999999783e+00,1.679144717999999870e+01,8.233593806000000015e+00,8.377781206000000225e+01
9.812500000000000000e+01,5.183311562000000094e+01,2.787472839999999841e-01,-2.143048999999999926e-01,2.593645485000000139e+00,2.055941125000000014e+01,9.221708243000000138e+00,8.825036283999999398e+01
1.161718750000000000e+02,4.868346571000000012e+01,1.518837309999999940e-01,3.527707379999999726e-01,2.351170569000000210e+00,1.817980863000000014e+01,9.260552971000000966e+00,9.280074181000000522e+01
3.561718750000000000e+01,3.315237573999999654e+01,5.168639905000000034e+00,2.904602352999999937e+01,5.840635452000000072e+01,6.924761995000000070e+01,1.093188771999999975e+00,3.230294530000000219e-01
1.206484375000000000e+02,4.363065684000000033e+01,4.507759049999999768e-01,4.415515549999999845e-01,3.504180601999999922e+00,2.163278547000000174e+01,8.190560592000000639e+00,7.454125944000000459e+01
1.234687500000000000e+02,5.732949414000000132e+01,2.786795799999999823e-02,-7.267566030000000010e-01,1.112040134000000080e+01,4.070171146999999934e+01,3.716798386999999870e+00,1.287780781000000019e+01
9.015625000000000000e+01,3.826785479999999495e+01,5.119354000000000404e-01,1.757642083000000133e+00,1.549331103999999959e+00,1.474000112999999956e+01,1.162449497999999970e+01,1.510218668999999920e+02
1.442734375000000000e+02,5.496585799000000350e+01,-2.932721719999999976e-01,-2.750272129999999926e-01,2.437290969999999835e+00,1.792203238999999826e+01,9.991831003999999794e+00,1.149633000999999979e+02
1.208515625000000000e+02,5.185784201999999965e+01,1.650318000000000063e-01,-2.147833060000000072e-01,1.293478260999999963e+00,1.012810872000000018e+01,1.566068918000000032e+01,3.423667003999999565e+02
1.227734375000000000e+02,5.476287160999999770e+01,3.989203579999999749e-01,-4.526709710000000331e-01,2.307692308000000025e+00,1.963127430000000118e+01,9.227923284999999254e+00,8.859106742999999540e+01
