1.000000000000000000e+00,4.959716524000000248e+01,4.243354619000000093e+04,7.335524826000000758e+03,3.860574210000000312e+05
0.000000000000000000e+00,5.067226398999999759e+01,7.192145037999999477e+04,6.354372628999999506e+03,1.697142655000000086e+05
0.000000000000000000e+00,5.621575219999999717e+01,5.739382872000000498e+04,5.627803654000000279e+03,4.118310371000000159e+05
0.000000000000000000e+00,3.230887578000000104e+01,7.355887333999999100e+04,1.116452651999999944e+04,3.012457707999999984e+05
1.000000000000000000e+00,4.660731485000000163e+01,3.981452200000000448e+04,5.958460188000000016e+03,3.263731811999999918e+05
1.000000000000000000e+00,4.317653401999999829e+01,5.737648030000000290e+04,1.287854582000000119e+04,3.768863589999999967e+05
0.000000000000000000e+00,5.846660793000000211e+01,5.064964491999999882e+04,1.121172015999999894e+04,5.659321861000000499e+05
1.000000000000000000e+00,6.956930586000000005e+01,4.143451258000000234e+04,6.810555605999999898e+03,2.522202937000000093e+05
1.000000000000000000e+00,4.634274108999999697e+01,8.242564678999999887e+04,7.525252104000001054e+03,6.842735912999999709e+05
0.000000000000000000e+00,5.021957282000000333e+01,5.538153224999999657e+04,5.088239016999999876e+03,2.000000000000000000e+04
1.000000000000000000e+00,4.519479436000000305e+01,7.417339238999999361e+04,1.131559626000000026e+04,5.214042385999999824e+05
1.000000000000000000e+00,5.019301622999999779e+01,5.175223445000000356e+04,1.098569655999999850e+04,6.293124041000000434e+05
1.000000000000000000e+00,4.796813163000000202e+01,5.253420778000000428e+04,7.583753853000000163e+03,4.019555009999999893e+05
0.000000000000000000e+00,4.658474463000000299e+01,5.813925910000000295e+04,3.440823799000000236e+03,6.300590274000000209e+05
1.000000000000000000e+00,5.390494849999999616e+01,7.589230530000000726e+04,8.110946984000000157e+03,1.778781757999999973e+05
1.000000000000000000e+00,4.576882265999999788e+01,5.894893261000000348e+04,8.282075072999999975e+03,2.054393662999999942e+05
1.000000000000000000e+00,4.721795132999999822e+01,5.920589035000000149e+04,2.689317953000000216e+03,8.562871522000000114e+05
1.000000000000000000e+00,5.305501309000000276e+01,6.271378149000000121e+04,1.149803992999999900e+04,6.794351744999999646e+05
0.000000000000000000e+00,6.405419444000000340e+01,6.166628519999999844e+04,1.167272382000000107e+04,2.998542186000000220e+05
1.000000000000000000e+00,5.268904043999999942e+01,7.222656029999999737e+04,5.817153854000000138e+03,6.230334820000000764e+05
0.000000000000000000e+00,4.099660692999999867e+01,5.730383325000000332e+04,1.083641709000000083e+04,2.581948442999999970e+05
0.000000000000000000e+00,4.008331711000000297e+01,7.444508167999998841e+04,7.915758178000000044e+03,5.274207269000000088e+05
0.000000000000000000e+00,4.260482240999999703e+01,5.141901643999999942e+04,9.026061543000001620e+03,3.625643460000000196e+05
0.000000000000000000e+00,5.108481105999999983e+01,8.412095497000000614e+04,9.596513090999998894e+03,2.788874524999999994e+04
0.000000000000000000e+00,4.814257111999999950e+01,5.694487077000000136e+04,1.644906650000000081e+04,1.164075289000000048e+05
1.000000000000000000e+00,4.513851753000000144e+01,6.293912851000000228e+04,6.320528524000000061e+02,4.555897972999999765e+05
1.000000000000000000e+00,4.224181683999999848e+01,5.520745678999999654e+04,9.976434857000000193e+03,2.860625162000000128e+05
0.000000000000000000e+00,5.667256190999999887e+01,5.865365909999999712e+04,1.714241331999999966e+04,2.012280205999999889e+05
1.000000000000000000e+00,5.557696872999999727e+01,4.641282136000000173e+04,1.165227289999999994e+04,5.950288431000000564e+05
1.000000000000000000e+00,4.409922748000000325e+01,6.712132166000000143e+04,1.208738115999999900e+04,4.724031231000000262e+05
1.000000000000000000e+00,6.041643332000000299e+01,3.946000347999999940e+04,8.769290288000000146e+03,5.712453713999999454e+05
0.000000000000000000e+00,4.509515472999999730e+01,6.368749880000000121e+04,1.342136820999999873e+04,3.586159327000000048e+05
0.000000000000000000e+00,4.675803823999999764e+01,5.069442706999999791e+04,1.088190102000000115e+04,5.878586295000000391e+05
0.000000000000000000e+00,5.712191755999999998e+01,5.242294690999999875e+04,6.998465619999999944e+03,4.380677506000000285e+05
1.000000000000000000e+00,4.745421163000000320e+01,7.202567680000000109e+04,6.988652756999998928e+03,2.223410341999999946e+05
1.000000000000000000e+00,4.575269751999999812e+01,6.372200163999999495e+04,1.071144471999999951e+04,3.161284001999999746e+05
1.000000000000000000e+00,4.754690520000000475e+01,4.536815561000000162e+04,1.220348777999999947e+04,5.770581772999999812e+05
1.000000000000000000e+00,4.278726723999999848e+01,7.175330877000000328e+04,9.119791422000000239e+03,4.007032654999999795e+05
0.000000000000000000e+00,2.517989327000000088e+01,4.509274072999999771e+04,1.138009288000000015e+04,1.587583576999999932e+05
0.000000000000000000e+00,5.075886005000000267e+01,4.241548866999999882e+04,5.205008323000000019e+03,5.209972384999999776e+05
0.000000000000000000e+00,7.000000000000000000e+01,5.232324480000000040e+04,1.243885648000000037e+04,3.465551716000000015e+05
0.000000000000000000e+00,4.623366001000000125e+01,6.810793144000000029e+04,7.813602656999999454e+03,4.556091428999999771e+05
1.000000000000000000e+00,5.604151533000000285e+01,6.701519372000001022e+04,1.300041369000000122e+04,3.551576416999999783e+05
0.000000000000000000e+00,2.800967550000000017e+01,8.284253385000000708e+04,1.310215805000000000e+04,3.157753206999999820e+05
0.000000000000000000e+00,4.170505949999999729e+01,6.157595019999999931e+04,5.948049491000000444e+02,4.971972639999999665e+05
1.000000000000000000e+00,5.731374945000000309e+01,5.972915129999999772e+04,5.358712177000000338e+03,5.603040670999999857e+05
1.000000000000000000e+00,3.960480970000000411e+01,7.038137498999999661e+04,6.718857015999999931e+03,3.052532657999999938e+05
1.000000000000000000e+00,4.747086936000000179e+01,6.622672901999999885e+04,8.511814920999999231e+03,3.562130776000000187e+05
0.000000000000000000e+00,4.435361662999999766e+01,5.643730403999999544e+04,1.046198275999999896e+04,2.491827847999999940e+05
1.000000000000000000e+00,5.682489311999999870e+01,6.849985162000000128e+04,1.417947244000000137e+04,4.284853604000000050e+05
1.000000000000000000e+00,4.602807588999999666e+01,4.939874438999999984e+04,6.994617315999999846e+03,1.745258426000000036e+05
1.000000000000000000e+00,4.102339176000000265e+01,5.474239459999999963e+04,1.034260916999999972e+04,4.473934883000000264e+05
0.000000000000000000e+00,4.769031053999999870e+01,5.387048482999999396e+04,1.472053398999999990e+04,7.017825279999999329e+05
0.000000000000000000e+00,4.290018665000000198e+01,7.766517195000000356e+04,1.330887932000000001e+04,3.495885607999999775e+05
1.000000000000000000e+00,5.286426773000000168e+01,6.580910782000000472e+04,4.820839445000000524e+03,6.924014668000000529e+05
1.000000000000000000e+00,4.553184182999999763e+01,6.517669054999999935e+04,7.698552234000000681e+03,4.975264565999999759e+05
1.000000000000000000e+00,5.734721557999999675e+01,4.871667270999999892e+04,1.088691710999999850e+04,6.623826622999999672e+05
1.000000000000000000e+00,5.190047137999999904e+01,6.343586303999999654e+04,1.187803779000000031e+04,4.805882345000000205e+05
1.000000000000000000e+00,5.290793461999999892e+01,7.538107571000000462e+04,7.925059589000000415e+03,5.451259592000000412e+05
